location_id,date,soil_type,aquifer_type,permeability,crop_type,crop_rotation,fertilizer_use,added_nitrogen,livestock_density,rainfall,drought_days,temperature,region,climate_zone,groundwater_nitrate_level
1,2017-12-01,3,3,4,3,2,72,47,42,85,1,8,7,2,54.57
1,2018-01-01,2,3,7,4,2,87,37,27,192,30,7,4,2,70.03
1,2018-02-01,2,2,2,1,2,221,68,35,134,3,7,11,1,63.37
1,2018-03-01,3,3,2,3,2,116,66,30,47,8,8,4,1,44.01
1,2018-04-01,2,3,6,4,1,111,134,40,39,25,8,11,3,65.34
1,2018-05-01,3,2,2,1,1,189,58,4,196,4,10,10,3,66.76
1,2018-06-01,4,3,6,4,1,79,25,36,140,0,24,7,3,57.26
1,2018-07-01,3,3,2,1,2,272,72,24,116,10,23,6,3,64.02
1,2018-08-01,4,3,4,5,2,136,44,7,138,18,26,3,1,63.21
1,2018-09-01,4,1,7,1,3,242,118,33,128,24,12,9,1,87.04
1,2018-10-01,1,2,8,2,3,218,84,38,45,22,17,6,2,65.89
1,2018-11-01,3,2,3,5,3,197,27,48,166,2,16,11,3,57.98
1,2018-12-01,1,2,9,4,2,167,58,31,125,0,7,2,2,75.99
1,2019-01-01,3,1,2,5,1,55,130,10,160,3,2,10,2,70.64
1,2019-02-01,3,1,8,5,1,124,62,46,81,8,6,12,1,68.78
1,2019-03-01,1,2,8,4,1,276,101,24,145,27,12,2,2,88.43
1,2019-04-01,1,1,4,4,2,181,142,2,161,15,8,1,2,84.13
1,2019-05-01,3,2,1,2,1,142,23,44,158,6,9,11,1,41.49
1,2019-06-01,2,1,1,4,3,300,127,49,86,4,23,5,1,61.22
1,2019-07-01,4,3,2,3,3,59,112,31,31,12,28,10,1,44.91
1,2019-08-01,1,3,9,3,1,100,148,34,54,10,27,6,1,76.21
1,2019-09-01,4,2,2,2,3,142,113,31,129,13,15,3,3,69.54
1,2019-10-01,2,1,2,1,1,87,75,33,186,21,16,4,3,66.89
1,2019-11-01,2,1,6,1,1,178,22,36,179,16,14,5,3,63.74
1,2019-12-01,2,3,7,3,3,281,41,4,33,22,6,4,2,50.59
1,2020-01-01,1,3,7,4,3,185,75,44,174,11,5,9,3,83.94
1,2020-02-01,2,1,9,2,3,298,37,27,120,20,5,12,1,71.69
1,2020-03-01,1,1,6,1,3,151,135,27,79,22,10,3,3,76.42
1,2020-04-01,2,1,8,1,1,130,103,7,62,20,12,5,1,70.62
1,2020-05-01,4,1,6,5,3,132,49,26,74,20,8,7,3,58.53
1,2020-06-01,4,1,2,3,3,240,99,15,128,18,27,12,3,68.95
1,2020-07-01,3,1,1,4,2,210,85,17,112,4,23,12,1,56.53
1,2020-08-01,4,2,5,2,3,192,29,24,182,23,24,7,1,66.33
1,2020-09-01,3,1,9,1,3,286,78,47,114,29,15,6,2,83.5
1,2020-10-01,4,3,8,5,1,80,70,0,179,7,18,9,2,80.29
1,2020-11-01,1,2,4,3,1,70,142,7,166,1,13,7,2,81.98
1,2020-12-01,4,1,5,3,2,180,73,20,114,26,2,11,3,71.05
1,2021-01-01,3,3,5,2,3,175,100,33,186,16,8,4,3,83.98
1,2021-02-01,3,2,6,1,3,243,28,23,167,1,2,11,1,64.6
1,2021-03-01,2,3,3,2,3,84,120,36,47,26,8,10,1,57.67
1,2021-04-01,1,1,5,2,3,218,58,25,22,22,13,9,2,42.79
1,2021-05-01,4,1,2,5,3,236,129,46,179,2,13,6,1,79.33
1,2021-06-01,2,1,10,3,3,193,85,13,105,23,24,1,3,82.96
1,2021-07-01,4,1,1,4,2,233,29,28,127,19,26,9,1,45.52
1,2021-08-01,4,2,1,3,3,94,136,29,189,25,27,11,1,71.3
1,2021-09-01,2,2,10,3,3,292,102,2,136,25,15,7,1,90.87
1,2021-10-01,2,3,7,5,3,108,89,6,127,23,13,6,1,77.82
1,2021-11-01,2,1,2,4,2,227,58,35,34,29,14,6,1,41.8
1,2021-12-01,2,3,4,1,3,262,32,10,81,17,8,4,2,51.86
1,2022-01-01,2,2,5,4,2,61,78,31,50,28,7,4,2,55.78
1,2022-02-01,4,1,7,1,1,269,86,11,45,29,6,11,3,65.25
1,2022-03-01,2,1,2,4,3,189,60,14,167,14,9,3,2,65.44
1,2022-04-01,1,2,6,2,2,82,54,37,85,4,11,8,1,61.77
1,2022-05-01,3,2,1,4,1,261,100,23,168,21,7,8,2,68.92
1,2022-06-01,2,2,7,5,2,281,53,0,134,16,27,2,3,75.38
1,2022-07-01,2,2,9,1,2,226,95,17,79,30,27,5,2,78.65
1,2022-08-01,4,2,5,3,1,70,89,45,82,13,26,9,3,67.37
1,2022-09-01,2,1,5,5,3,109,30,6,198,0,12,12,3,64.49
1,2022-10-01,2,2,4,1,3,101,131,41,120,13,15,9,3,76.46
1,2022-11-01,2,1,3,1,2,231,46,40,186,8,13,7,1,66.81
1,2022-12-01,4,1,9,3,1,216,67,1,119,4,8,4,3,78.85
1,2023-01-01,2,2,5,2,3,282,43,39,158,30,2,4,2,71.76
1,2023-02-01,3,2,8,5,2,226,37,30,138,30,4,10,2,72.97
1,2023-03-01,4,1,9,3,1,172,46,32,76,29,11,11,2,64.58
1,2023-04-01,3,2,5,3,2,155,73,29,150,3,12,7,3,75.61
1,2023-05-01,4,2,10,2,1,241,74,30,56,29,9,3,3,71.7
1,2023-06-01,2,2,9,5,3,149,139,33,130,0,27,3,1,91.3
1,2023-07-01,3,3,2,3,3,263,40,6,172,30,22,5,3,61.05
1,2023-08-01,4,1,9,2,2,203,134,24,168,2,27,11,2,96.28
1,2023-09-01,1,3,4,5,3,120,139,15,131,28,18,6,1,79.09
1,2023-10-01,2,2,6,4,3,184,77,21,189,19,17,8,2,82.36
1,2023-11-01,4,3,6,1,1,249,73,35,20,10,18,1,1,48.69
1,2023-12-01,1,2,6,2,3,111,22,26,42,15,7,7,3,38.59
1,2024-01-01,4,3,2,1,1,267,148,16,126,10,7,8,1,75.74
1,2024-02-01,1,2,7,4,1,137,25,3,132,20,8,5,3,58.78
1,2024-03-01,2,3,6,3,2,73,38,34,171,29,13,12,3,66.33
1,2024-04-01,3,3,1,3,1,89,105,40,194,9,9,10,2,67.75
1,2024-05-01,1,3,2,5,3,289,134,21,108,11,11,2,3,71.86
1,2024-06-01,4,1,7,2,1,125,142,46,154,29,23,4,3,90.79
1,2024-07-01,2,3,1,2,1,224,92,34,57,4,24,6,3,50.27
1,2024-08-01,1,1,1,5,2,185,66,43,66,9,25,9,2,45.08
1,2024-09-01,4,2,1,1,3,231,104,14,122,23,16,2,3,62.81
1,2024-10-01,4,3,8,3,3,58,47,39,182,12,16,4,2,73.68
1,2024-11-01,4,2,4,3,3,52,65,43,81,28,18,10,1,57.94
1,2024-12-01,1,2,4,2,1,231,139,20,92,18,5,5,2,77.34
2,2014-01-01,1,3,2,2,3,70,135,12,22,6,8,8,2,39.99
2,2014-02-01,1,1,1,5,3,144,80,46,121,29,8,8,3,57.83
2,2014-03-01,3,3,10,4,1,225,36,10,167,15,7,2,2,77.02
2,2014-04-01,1,2,9,1,2,224,53,48,124,28,10,6,1,75.71
2,2014-05-01,1,2,7,4,2,265,39,26,63,5,7,6,2,58.32
2,2014-06-01,1,3,4,4,1,245,62,30,179,9,23,5,3,74.17
2,2014-07-01,3,1,6,2,2,261,29,43,119,26,22,8,1,62.15
2,2014-08-01,1,1,2,2,2,240,113,31,45,9,28,10,3,53.25
2,2014-09-01,4,2,7,2,2,65,134,29,67,25,13,2,3,74.49
2,2014-10-01,1,2,2,4,3,251,146,17,24,10,13,2,2,48.95
2,2014-11-01,4,1,10,1,2,156,129,15,78,21,17,7,3,82.49
2,2014-12-01,4,3,8,2,3,267,126,34,80,9,7,9,1,82.96
2,2015-01-01,4,2,8,3,2,142,124,8,68,24,5,3,1,75.82
2,2015-02-01,3,1,1,1,3,182,90,38,177,13,8,7,1,65.2
2,2015-03-01,3,2,8,3,1,188,103,50,164,14,8,3,1,90.96
2,2015-04-01,3,3,2,1,1,206,22,36,89,6,13,12,2,41.32
2,2015-05-01,1,1,6,2,2,286,65,50,34,12,7,6,1,55.16
2,2015-06-01,4,2,1,5,3,128,45,9,20,10,24,3,2,20.09
2,2015-07-01,3,3,5,2,1,119,27,11,160,6,27,1,3,59.93
2,2015-08-01,3,2,7,4,1,97,74,7,195,10,26,6,3,80.82
2,2015-09-01,1,3,10,4,1,64,110,2,147,13,16,11,2,85.82
2,2015-10-01,3,3,1,1,1,284,133,18,181,16,12,3,3,75.34
2,2015-11-01,1,1,2,4,2,261,98,10,144,15,17,1,3,69.91
2,2015-12-01,2,3,7,2,3,83,120,7,177,0,4,5,1,88.85
2,2016-01-01,3,2,6,3,1,109,105,25,38,8,8,8,3,59.96
2,2016-02-01,2,3,3,2,2,239,64,44,138,8,3,8,3,69.61
2,2016-03-01,1,3,10,1,1,51,69,22,83,27,12,8,2,69.5
2,2016-04-01,4,1,2,4,1,285,83,9,85,26,7,3,1,61.22
2,2016-05-01,3,3,10,3,1,129,114,17,76,9,13,8,3,81.03
2,2016-06-01,1,3,4,5,1,68,21,11,63,18,23,4,3,37.41
2,2016-07-01,4,2,3,3,2,275,114,38,31,14,27,8,2,54.3
2,2016-08-01,4,1,7,3,3,98,81,25,141,15,25,3,3,78.09
2,2016-09-01,2,1,8,2,2,127,93,10,187,10,14,3,1,87.48
2,2016-10-01,1,1,2,5,2,265,119,9,43,26,16,1,1,54.2
2,2016-11-01,4,3,10,1,2,77,130,2,158,23,12,8,1,91.38
2,2016-12-01,3,1,7,1,1,97,123,6,20,24,6,8,2,53.51
2,2017-01-01,3,3,8,3,3,145,34,3,47,16,8,9,1,51.5
2,2017-02-01,2,3,6,3,1,214,33,39,87,27,3,6,1,58.07
2,2017-03-01,4,2,6,4,2,251,46,7,124,29,8,12,1,68.05
2,2017-04-01,1,2,10,5,1,226,104,37,113,18,10,2,1,88.59
2,2017-05-01,3,2,1,3,3,158,28,12,143,12,8,1,1,43.39
2,2017-06-01,4,2,4,4,3,225,39,11,143,5,23,8,1,63.67
2,2017-07-01,4,2,1,5,1,122,98,34,41,14,28,10,2,43.99
2,2017-08-01,2,3,4,1,2,265,76,37,176,15,26,4,1,79.36
2,2017-09-01,3,3,2,4,1,149,119,50,108,3,16,11,3,67.68
2,2017-10-01,3,1,5,5,2,297,94,42,64,7,12,11,2,68.91
2,2017-11-01,1,3,10,4,3,78,86,35,143,30,12,7,3,83.17
2,2017-12-01,3,3,9,3,1,237,38,46,164,24,3,10,3,75.54
2,2018-01-01,1,2,10,2,3,206,124,1,98,6,7,12,1,87.13
2,2018-02-01,3,3,3,1,2,107,30,14,58,26,4,4,3,39.25
2,2018-03-01,2,2,8,3,2,97,70,48,187,16,7,1,3,83.58
2,2018-04-01,3,1,3,3,1,72,145,33,47,15,8,8,3,60.21
2,2018-05-01,1,1,6,5,1,76,99,38,149,29,12,10,1,80.82
2,2018-06-01,1,3,4,4,1,272,73,25,174,1,27,9,1,78.29
2,2018-07-01,2,1,8,1,3,284,36,47,168,16,26,10,1,73.86
2,2018-08-01,3,3,6,3,2,56,43,4,106,24,27,9,2,59.51
2,2018-09-01,3,1,8,5,2,98,67,47,154,3,15,9,1,80.08
2,2018-10-01,2,2,1,1,3,231,103,24,71,25,16,12,1,53.83
2,2018-11-01,3,2,6,4,1,158,26,50,195,13,16,12,3,66.91
2,2018-12-01,3,2,1,3,1,117,30,33,145,7,5,11,1,44.25
2,2019-01-01,1,2,1,3,3,255,31,46,166,4,8,11,3,50.43
2,2019-02-01,3,3,8,3,2,283,129,3,92,4,8,12,1,85.03
2,2019-03-01,3,1,7,1,2,219,147,33,159,4,11,4,1,93.69
2,2019-04-01,2,3,3,1,2,251,73,26,113,26,7,9,1,67.35
2,2019-05-01,2,2,6,1,2,236,74,41,21,4,11,11,1,48.08
2,2019-06-01,4,3,9,1,3,221,98,28,36,2,25,4,1,67.24
2,2019-07-01,1,1,7,5,2,275,109,4,144,5,23,2,1,87.53
2,2019-08-01,3,3,3,2,3,203,116,17,150,29,23,10,1,77.03
2,2019-09-01,3,1,6,5,1,200,146,3,40,0,13,3,3,69.47
2,2019-10-01,4,3,4,3,3,122,49,0,97,7,18,2,2,58.55
2,2019-11-01,3,1,3,5,2,150,43,49,98,12,15,1,2,53.84
2,2019-12-01,1,1,9,4,1,57,150,19,70,19,5,11,1,77.53
2,2020-01-01,4,2,10,1,3,102,141,5,125,5,2,6,2,89.15
2,2020-02-01,1,1,2,4,3,191,119,19,124,17,5,4,3,70.22
2,2020-03-01,4,2,1,4,3,248,90,19,29,17,12,7,3,39.04
2,2020-04-01,4,2,2,3,1,184,33,45,135,15,8,7,3,51.67
2,2020-05-01,2,2,7,1,3,186,67,26,74,7,10,10,2,68.95
2,2020-06-01,1,3,10,4,2,52,48,25,55,29,24,1,2,58.76
2,2020-07-01,3,3,1,3,1,127,69,31,70,16,28,12,2,46.54
2,2020-08-01,3,3,6,1,1,194,46,9,93,7,26,9,1,63.67
2,2020-09-01,1,3,7,2,3,291,98,17,36,14,12,8,3,65.25
2,2020-10-01,3,1,9,3,2,221,115,40,80,25,13,10,3,82.25
2,2020-11-01,3,1,8,5,1,135,90,11,110,9,17,1,1,78.36
2,2020-12-01,1,3,6,1,3,95,99,9,160,30,7,8,2,82.41
2,2021-01-01,4,1,3,4,2,139,100,23,114,0,3,5,3,69.73
2,2021-02-01,1,1,8,4,3,235,106,23,99,30,7,1,2,82.08
2,2021-03-01,4,2,7,5,3,205,27,50,122,8,9,4,1,62.45
2,2021-04-01,3,2,3,5,1,286,21,37,67,16,7,7,2,39.75
2,2021-05-01,3,2,9,4,1,191,142,45,105,19,13,12,1,91.22
2,2021-06-01,3,2,2,1,3,58,140,24,89,24,26,5,2,63.54
2,2021-07-01,2,1,3,3,1,164,115,7,66,0,22,11,1,63.63
2,2021-08-01,4,3,2,5,1,203,112,13,29,8,22,3,3,47.76
2,2021-09-01,2,1,1,5,2,179,22,42,99,13,18,12,1,34.29
2,2021-10-01,2,1,4,5,2,124,21,30,32,23,13,11,2,29.63
2,2021-11-01,1,1,5,2,3,130,134,23,77,4,15,4,3,73.17
2,2021-12-01,2,2,6,1,3,177,68,15,103,5,6,2,2,72.31
2,2022-01-01,1,2,5,1,3,83,120,19,87,4,2,8,2,71.53
2,2022-02-01,1,2,1,1,3,196,48,37,103,3,4,12,1,48.69
2,2022-03-01,2,3,3,1,2,88,93,46,105,27,13,2,1,63.89
2,2022-04-01,4,1,1,1,1,259,124,14,176,15,8,11,2,71.11
2,2022-05-01,4,3,5,4,2,62,25,13,163,15,10,6,1,55.96
2,2022-06-01,4,2,5,5,3,182,81,11,82,9,25,7,2,66.54
2,2022-07-01,4,3,6,4,3,99,50,33,194,30,23,7,1,75.32
2,2022-08-01,4,1,8,2,2,72,138,7,62,30,22,1,1,74.56
2,2022-09-01,2,1,10,3,2,171,31,18,170,13,18,8,2,72.67
2,2022-10-01,2,2,1,5,3,169,31,45,177,12,17,9,3,49.6
2,2022-11-01,3,2,4,2,1,137,44,4,49,27,13,7,1,47.09
2,2022-12-01,4,3,10,4,3,206,110,26,86,3,7,8,2,81.62
2,2023-01-01,2,2,1,3,2,161,107,40,43,13,5,4,3,45.0
2,2023-02-01,3,2,9,2,3,160,95,12,120,25,5,12,1,83.48
2,2023-03-01,4,1,7,3,3,121,37,31,125,23,9,8,1,65.64
2,2023-04-01,1,2,7,2,1,203,64,30,120,23,9,3,2,75.37
2,2023-05-01,3,2,5,4,3,256,130,40,27,8,10,1,1,60.81
2,2023-06-01,2,1,7,3,3,106,99,45,191,2,24,8,2,87.82
2,2023-07-01,1,1,2,2,3,50,87,36,115,9,24,11,2,60.18
2,2023-08-01,1,3,4,4,2,205,37,1,181,14,24,12,1,64.89
2,2023-09-01,1,2,7,5,2,162,73,6,54,23,15,6,3,63.76
2,2023-10-01,3,1,3,4,1,111,131,47,115,30,12,9,1,73.77
2,2023-11-01,2,3,2,4,3,96,116,10,69,18,12,3,3,59.3
2,2023-12-01,1,3,10,5,2,287,46,10,164,1,8,8,1,80.88
2,2024-01-01,4,2,2,4,1,127,97,22,21,1,6,9,3,37.45
2,2024-02-01,1,2,1,5,3,155,107,30,63,8,4,9,1,52.37
2,2024-03-01,1,3,5,5,1,275,73,43,121,3,7,12,3,75.39
2,2024-04-01,3,1,6,5,1,236,106,44,196,4,11,7,3,89.45
2,2024-05-01,3,3,6,2,1,208,24,7,149,1,8,12,1,60.77
2,2024-06-01,2,2,9,3,1,247,142,31,91,24,24,11,1,87.85
2,2024-07-01,4,1,4,2,1,175,73,47,129,6,22,10,2,72.61
2,2024-08-01,3,1,1,5,1,226,58,20,156,18,22,3,3,58.12
2,2024-09-01,1,3,6,3,1,54,128,30,148,5,17,3,1,82.69
2,2024-10-01,2,2,5,3,3,80,93,0,122,22,12,2,2,72.43
2,2024-11-01,1,3,10,5,3,86,84,12,156,15,17,1,1,84.93
2,2024-12-01,1,3,6,3,1,128,56,10,161,13,6,2,3,74.56
3,2014-01-01,3,3,3,3,3,192,86,28,46,11,7,5,1,54.1
3,2014-02-01,2,1,2,2,1,101,130,3,156,5,3,1,1,72.41
3,2014-03-01,4,1,6,3,3,284,144,35,183,25,13,10,2,93.69
3,2014-04-01,4,2,1,5,2,246,106,14,112,26,9,4,1,61.76
3,2014-05-01,3,2,7,1,1,269,66,2,119,25,7,11,2,76.16
3,2014-06-01,3,3,7,1,2,274,32,50,150,21,28,10,3,69.41
3,2014-07-01,2,3,10,1,1,188,63,28,136,12,25,10,3,82.79
3,2014-08-01,4,3,7,5,1,92,144,20,170,14,24,1,1,89.69
3,2014-09-01,4,2,10,1,2,247,138,1,141,23,15,12,2,95.89
3,2014-10-01,4,1,1,2,2,200,150,5,129,13,18,10,3,69.19
3,2014-11-01,1,1,4,5,2,89,145,30,92,7,16,8,1,73.81
3,2014-12-01,4,3,7,5,1,112,68,23,49,20,2,12,1,61.05
3,2015-01-01,1,3,9,5,2,179,143,39,38,29,4,5,1,71.31
3,2015-02-01,2,3,5,3,2,256,97,16,121,19,4,10,1,78.38
3,2015-03-01,1,3,2,3,3,136,149,4,86,10,7,4,1,65.66
3,2015-04-01,2,2,7,3,3,263,122,1,69,20,13,3,2,75.71
3,2015-05-01,4,1,10,4,2,122,124,11,67,8,8,9,1,77.82
3,2015-06-01,4,3,1,2,2,224,139,4,22,11,26,6,1,40.58
3,2015-07-01,2,2,7,5,2,153,50,41,85,25,22,12,1,65.06
3,2015-08-01,3,3,6,5,2,207,87,40,174,5,27,1,1,85.31
3,2015-09-01,2,3,7,3,3,65,56,19,125,18,14,8,1,69.0
3,2015-10-01,3,1,10,5,1,108,43,7,130,2,13,10,1,71.72
3,2015-11-01,1,3,3,5,2,287,63,0,59,29,14,2,1,54.37
3,2015-12-01,1,1,3,1,2,96,102,5,144,0,5,9,3,71.35
3,2016-01-01,1,1,7,5,3,165,60,10,37,14,4,11,3,54.33
3,2016-02-01,4,1,2,4,2,207,61,2,174,14,6,7,1,64.78
3,2016-03-01,1,2,1,3,2,158,127,30,158,4,7,3,2,69.61
3,2016-04-01,3,2,9,2,3,58,59,27,186,21,9,4,1,78.72
3,2016-05-01,1,1,9,2,2,114,67,46,38,23,12,3,2,59.09
3,2016-06-01,2,3,7,1,2,108,132,42,108,10,25,6,2,83.3
3,2016-07-01,2,1,7,2,3,151,103,4,154,24,25,9,2,85.66
3,2016-08-01,4,3,3,2,1,241,23,25,76,22,22,10,2,42.26
3,2016-09-01,2,1,10,3,2,185,127,15,149,0,15,9,2,94.18
3,2016-10-01,3,3,2,3,2,300,79,30,57,22,18,1,3,54.73
3,2016-11-01,1,2,7,4,1,172,133,27,152,9,12,10,1,90.09
3,2016-12-01,4,3,9,1,3,229,24,6,101,24,6,6,3,60.49
3,2017-01-01,1,1,1,2,1,195,125,37,55,19,2,1,3,52.65
3,2017-02-01,1,2,4,4,2,140,25,8,107,10,3,11,1,49.75
3,2017-03-01,3,3,6,1,1,259,33,38,138,27,10,4,3,65.65
3,2017-04-01,2,3,7,2,3,145,145,34,104,6,10,7,1,84.65
3,2017-05-01,2,3,10,2,2,107,81,42,167,24,12,4,1,87.57
3,2017-06-01,1,3,7,3,3,226,46,26,152,16,24,9,1,75.33
3,2017-07-01,4,3,10,5,3,81,73,11,43,11,23,10,1,61.8
3,2017-08-01,2,2,2,1,1,294,109,24,49,25,28,5,2,57.73
3,2017-09-01,4,2,4,2,1,97,31,42,47,24,14,9,2,41.47
3,2017-10-01,2,2,5,1,3,94,93,28,200,3,12,1,3,81.45
3,2017-11-01,4,2,1,4,3,231,45,30,198,11,16,12,1,58.7
3,2017-12-01,3,1,1,4,2,149,64,33,128,23,7,4,1,52.94
3,2018-01-01,4,2,10,5,3,149,103,32,154,2,5,7,1,89.25
3,2018-02-01,3,3,3,2,3,262,122,26,189,17,8,2,1,83.56
3,2018-03-01,3,3,10,3,1,95,143,1,54,28,13,9,2,75.86
3,2018-04-01,4,2,3,2,3,273,142,13,138,11,11,3,2,82.45
3,2018-05-01,3,3,8,1,3,208,135,12,53,23,7,4,2,76.3
3,2018-06-01,1,2,9,4,1,214,33,23,122,23,22,12,3,69.9
3,2018-07-01,3,3,1,1,2,193,36,4,136,18,23,4,1,47.18
3,2018-08-01,2,1,2,5,1,223,32,33,95,12,24,8,2,46.24
3,2018-09-01,4,1,10,4,1,175,112,22,73,15,15,2,2,79.93
3,2018-10-01,1,2,2,3,3,95,82,18,48,7,18,5,1,47.11
3,2018-11-01,4,2,4,4,3,255,52,29,157,26,15,2,2,70.16
3,2018-12-01,2,2,2,2,2,170,48,48,46,26,8,12,1,41.78
3,2019-01-01,2,3,7,2,3,137,56,42,32,5,6,6,1,51.66
3,2019-02-01,2,2,9,4,2,266,122,15,61,9,3,9,2,78.93
3,2019-03-01,3,1,7,5,2,110,43,49,184,24,12,12,3,72.8
3,2019-04-01,3,3,6,2,2,95,144,39,40,9,7,9,1,67.41
3,2019-05-01,4,2,10,2,2,228,72,33,150,28,8,1,3,86.06
3,2019-06-01,4,3,1,3,3,239,107,48,155,5,25,4,2,70.55
3,2019-07-01,1,3,10,4,1,212,117,10,89,7,27,4,1,85.19
3,2019-08-01,1,2,9,2,1,130,133,13,164,17,24,1,1,92.81
3,2019-09-01,4,3,5,5,3,287,114,47,29,16,16,10,2,60.56
3,2019-10-01,3,1,5,1,3,219,139,46,160,25,12,2,3,87.13
3,2019-11-01,2,1,6,4,2,94,92,14,125,9,12,6,2,77.08
3,2019-12-01,4,3,9,3,3,167,125,34,31,1,2,10,2,69.37
3,2020-01-01,1,2,8,2,1,245,45,6,147,11,4,3,2,73.1
3,2020-02-01,3,3,8,5,3,252,37,28,170,19,5,9,3,74.98
3,2020-03-01,4,1,8,4,3,96,77,43,147,9,10,3,1,80.4
3,2020-04-01,4,3,1,5,2,256,112,21,199,8,8,3,1,73.17
3,2020-05-01,3,3,1,5,2,207,68,22,80,15,12,9,2,51.28
3,2020-06-01,4,1,8,3,2,201,90,23,45,6,28,3,2,67.3
3,2020-07-01,3,3,5,4,2,243,84,34,34,8,23,6,3,58.43
3,2020-08-01,2,3,9,2,1,220,52,50,41,24,25,6,2,59.82
3,2020-09-01,3,2,2,3,3,211,69,9,108,24,12,1,3,60.61
3,2020-10-01,3,2,9,2,3,72,23,7,84,23,14,7,3,52.89
3,2020-11-01,3,1,8,1,2,110,138,47,173,5,15,9,3,93.98
3,2020-12-01,4,1,9,5,1,272,103,47,40,29,4,9,2,70.51
3,2021-01-01,4,1,4,1,1,214,136,11,171,26,6,9,1,86.54
3,2021-02-01,3,2,1,5,3,62,121,28,35,9,2,2,3,39.53
3,2021-03-01,4,1,1,3,2,274,150,28,179,6,11,1,1,75.5
3,2021-04-01,1,1,5,2,3,248,25,22,35,30,10,6,3,37.53
3,2021-05-01,1,1,2,2,3,273,42,25,61,17,8,6,2,44.82
3,2021-06-01,4,2,8,3,1,56,139,36,179,10,25,4,3,90.47
